,name,mark,path,text
15,AAl_27_2,best,./data/exam2014/AAl_27_2,"There is an opinion that universities should consist of equal parts of men and women, because society should give the same rights and possibilities for both sex. I can't agree with this opinion.
Firstly, undulation should not depend on sex. The main criteria is personal abilities and way of thinking. If universities had accepted equal quantity of students in 16-19 centuries despite of their mental activity, modern society would never have industrial machines, planes and cues just because young scientist , who had innovating ideas , were not accepted university.
Secondly, there are a lot of professions which require some physical or psychological features from warheas. It depends on character of work, its aims and audience. For example, it's really difficult for men to work at women's consultation centre because both doctor or client would be embarrassed. Besides, women would have problems working as machinery operator because sometimes, it's necessary to repair huge machines quickly to prevent the catastroph. The majority of women just do not have such strong organism and muscles.
Thirsty, such equality would negatively affect not only a person, who was not accepted by university , but also a person , who was. It would happen because student of university will be scere that employes would accept them equally like the university. However, such students do not pay attention for the fact that employers will take the smartest students. As a result of this equality students lose their ability for competition.
All in all, university is ""a factory"" of knowledges, research and new inventions. We should not create barriers for ahibitious persons and accept persons, who doesn't have interest in education, just because of sex equality. If it would happen, the development of science and society's culture will stop.
"
16,VKo_2_2,best,./data/exam2014/VKo_2_2,"One of the inevitable human rights is freedom of speech. Considering any form of art a way to speak about something hardly anyone can make any restrictions without breaking the essential human rights. Meanwhile I think it is necessary to give all the freedom to any artist, it still seems fair to me that piece of art can somehow hurt other people, so the government restrictions can be used only for protection but not for limiting one's will to express himself.
Due to the fact that contemporary art is developing and becoming more and more extraodinary, some people can say that the government should restrict such perfomance that can somehow hurt feeling of other people. The scandalous organisation ""Pussy Riot"", which had punk pray in the cathedral, is still being discussed. All the people are divided into two fighting groups; one is proclaiming that this perfomance is a form of modern art aimed to express the political protest, and another group is sure that the punk pray is nothing but only an attempt to hurt the feelings off religious people and descrinate the faith. However, freedom of people to express their own is a constitutionally proclaimed right of everyone so no one can be deprived of it. More to say, throughout the centuries all the artists (musicians, painters, poets) have struggled for their freedom to be heard.
Therefore, it seems to me like it is not the government who can somehow restrict the artists' freedom to express themselves. The only rules that can somehow be excercised must be created only by the common will of society, so these rules will become some moral orientiers for artists in order to make it more easy to distinguish where the expression of themselves can hurt anyone else.
"
17,VKo_3_2,best,./data/exam2014/VKo_3_2,"There is an opinion that creative people like artists, writers and so on should have the freedom to express their ideas in whichever way they may wish and governments should not barrier their activities.
As for me, this point of view is absolutely wrong. First of all, if governments allow people who call themselves artists to express themselves in whichever may they like, that will provide an unstoppable chaos because than anyone just by proclaiming that he is an artist will have a liberty to do whatever he likes calling his actions an art. Furthermore, I believe that governments should provide order and order  is only achieves by control. Governments which can't provide control may lose a respect of their citizens and, which is much worse, legitimacy. For example, last year one so called artist clipres his testicles to the ground at the Red square as an act of protest against Russian government. As for me, I doubt that this is an acceptable way of self-expression.
There is an another argument: providing such freedom to artists conpredicts the basic principles of the democracy. According to the liberal position, no group should have preferences in their social rights, everybody must be equal, no mater who those people are: buisinessmen, labors or artists. If society gives preferences to some group they means that this group may avoid rules which influences freedom.
In conclusion, I'd live to state one more time that artists should not be out of restrictions on what they do because it is immoral and unfair to other social groups and also because this may put society in a dangerous situation.
"
18,VKo_5_2,best,./data/exam2014/VKo_5_2,"Some people argue that creative artists are given too much freedom nowadays, while others think that self-expression can't be limited with any kinds of rules. I suppose that artists should be able to create whatever they want. Nevertheless there have to be some restrictions related to showing it publicly.
First of all, some artists don't have any boundaries and a lot of people love their works. However, these pieces of art can be harmful for children, because they are very sensitive and they percept everything they see. That's why it's reasonable to prohibit children to watch some films, visit some exhibitions and listen to some pieces of music.
Secondly, I have mentioned earlier that these restrictions should not be too serious. It means that artists should have their right to create anything they want. If a child gets access to prohibited pieces of art it's not the fault of an artist.
Also I believe that the grown-ups are able to decide themselves whether to read a book or not, whether to go to an exhibition or not. Even if they are shocked by the way an artist expresses himself they can deal with it. That's why the adults shouldn't not be restricted from getting acquomted with this or that piece of art. The only limit has to be the dignity of other people. I think that it concerns some kinds of installations.
All in all, it seems to me that people are free to express themselves. On the other hand, they need to remember that they are not the only ones who will see their creations. The restrictions are to focus on protection of children and dignity of other people and not on some political matters. These restrictions should not be similar to censorship.
"
19,VKo_9_2,best,./data/exam2014/VKo_9_2,"Nowadays the question of self-expression is being widely discussed, because of spreading the government restrictions on it in Russia. To my mind, there should not be official restrictions from our government, but there should be inner moral rules about what somebody can or cannot do.
Firstly, I have to say that nobody can stop our imagination creating different ideas, and government restrictions will not make us do it. They can only make some types of arts illegal, but it does not mean that these types of arts will die out. If government gives us freedom to express our ideas, there will be more orginized events and festivals. In this way government will show that it trusts it's nation.
But I should notice that some types of arts cannot be shown to the children, because it may hurt their feelings or minds or be really unacceptable for this little age. I want to say that we should protect young consiousness from harmfull effect.
Besides, I believe that expressing and watching are different things, that we cannot combine in our discussion. I guess that everybody has a right to express what he thinks or feels, but everytime a person should remember that he can upset his relatives or friends. Everybody has different views on music, politics, art. We should be tollerant and respect an opposite point of view.
To sum it all up I want to say that everybody has to dicide for himself if he can express something, which is inside of him, or cannot. For me, it is more important to have inner restrictions than have useless government rules which try to control our modern art.
"
20,VKo_12_2,best,./data/exam2014/VKo_12_2,"They say creative people should be free to express their creativity in any way they want.
In my personal opinion culture and art is certainly an inceporable peace of our everyday life. So those who create genuine art are [ir?]tal for the soeciety to develope in the right direction. Though, creative artists are obviously should feel free to express themself in all ways of art like literature, cinema, painting etc., they still should have some moral boundaries, not necessary provided by government. I do believe that everyone should know the difference between expressing themselves and total limitless egoism. Especially when those artist want the audience to see or to hear their masterpience. What I mean is art can not be associated with insulting others, making harm to others even if the Creator suppose it is how He sees the world. For example, a famous singer is writing a rude song about his enemy or a person he just dislikes. As soon as the people hear this song, they will have prejudices against this person without even knowing him/her.
Moreover, sometimes so-called art can have some inappropriate content, it can be inappropriate for children, for instance. This is when the government can interfere and put some age restrictions.
All in all, I understand that artist are free spirits, though I still stick to the idea that the genuine (which is very important) art and the rules of morality and tolerance should compromise in order to prevent chaos and misunderstanding.
"
21,VKo_21_2,best,./data/exam2014/VKo_21_2,"Creativity is the sphere, which might always be free from government and law restrictions in reason to be able to express artists' own view on art. To what degree it is true?
From my point of view, the art is a personal and intimate phenomene. That is why creative artists should be free from limits and boundaries. The main argument in favor is that It represents art trends and tendendies of modern generation. This cause leads us to another reason. Freedom in art expression helps present art to create the history. There is no doubt, that government restrictions erode genuine creativity and make current art biased.
On the other hand, some people believe, that power limitations will help to control expressions of modern art, because sometimes it is neccessary. There are a lot of examples, when products of some creative artist over-step the law. Moreover, some art expressions break the moral  principles by propaganding non-ethic (sometimes violent) ideas. However, I tend to think, that such activity and its different, non-typical views seem to be only another, distinguished lifestyle, which doesn't mean immoral expressions, but conceptual.
In conclusion, I would like to stress, that creative artists will always exists, and different opinions on freedom of their expressions will also exist. However, It's up to you to decide, what to think about it.
"
22,VKo_24_2,best,./data/exam2014/VKo_24_2,"Nowadays, there are many heated debates about whether government restrictions should exist and control what creative artists are allowed to do or whether we should give freedom to those artists to express in a way they want. Personally, I absolutely agree with the first point of view due to some reasons.
First of all, to my mind, it is absolutely important to control every sphere of our life, if it is not under a certain amount of control, there would be a disaster. Consequently, by giving the freedom to creative artists to express themselves as they want will definitely lead to certain problems. For instance, it would be almost impossible to keep an eye on a censure, because some artists have got an extraordinary views on art.
Secondly, many unofficial films, pictures etc. will appear. Hence, it would be veryhard to control this big flow of pirate movies, not officially recorded songs. Therefore, it will lead to more people who break the rules and the rate of crime will grow.
On the other hand, many people may say that we have to think about the freedom of expression. While speaking about this theme. Although this opinion makes sense, little to these people realize how many disadvantages will appear when government restrictions are off.
To reteirate my point of view, I do believe that everything in this world should be under the control of something whether it is government or parents, because without restrictions we will not be able to live a sedate life.
"
23,VKo_29_2,best,./data/exam2014/VKo_29_2,"Many years ago government could punish some creative people when their ideas did not support power's way of managerment. Today artists have the freedom, but sometimes government can restrict their ideas. I am convinced that creative artists should not be restricted.
In my opinion, politics and art do not have the same reasons. The function of government is regulation of social, economical and political relationships in society. Art is another world that gives up an opportunity to think and live as we wish in our fantasies.
If creative persons forget their freedom to express their ideas, we will not see the new kinds and trends of art. Modern life is very dynamic, it changes very fast. Yes, we have many wonderful pictures of 18 century, we can listen to classical music and watch old films. But, despite of it, we need more genius compositions.
We know that some of modern songs, films, cartoons and pictures have the signals of revolution. Power afraid of this trend, because modern art can influence the society more then government. Without any doubt, sometimes it can be useful. Power corrupts. Art is indicator of people's opinion, and people can influence government.
Freedom is a criteria of democracy. Democracy is the main idea of modern life, that is why today everybody can express his ideas the way he wants.
But some people have an opposite viewpoint. They sure that modern painters and singers are very free, that is why their expression is ugly and can influence children and polite people bad way. I think that these people are afraid of changes in modern world.
Art is long, life is short, that is why freedom should be the main criteria of modern art, because we need the new ways of expression.
"
24,VKo_34_2,best,./data/exam2014/VKo_34_2,"That won't be an exagerration to say that art is what makes our life brightful and fills it with beauty and emotions. It often touches upon social problems and a lot of people of art are sure that the main purpose of their activity is to reveal these problems and to draw public attention to them. They are eager to deliver their position and express themselves through art.
However, they often face censorship. Even in the age of Ekaterina the Great it was forbidden to write about the issues those contradict the policy of the monarch. Ekaterina ordered to burn all the the book ""The travelling from St. Petersburg to Moscow"", which depicted the poor life of the peasants. Censorship exanded in the Soviet Union, a lot of information was hidden from the citizens of our country. Even when the Chernobil accident happened not all the inhabitats of Pripyat were informed and evacuated, so it can lead to terrible consequences.
These examples show that a freedom of speech and a freedom to express your ideas are of essential importance. I strongly believe that the government should avoid approving any bills that can restrict people say what they want. Any bill passed for the sake of creating phrames and bourders for journalists, artists, musicians doesn't bring a benefit to the society. Evidently, these measures are aimed at contributing to the strength of the authorities only. The fact is that the restrictions haven't ever been objective. All the views should be expressed, everyone has a right to be heard, and the public is to decide wheather to agree with a person and his opinion or not; not the government should make a decision.
All things considered, I am sure that censorship brings disadvantages to the society only and all the possible views should be presented to the public.
"
25,ZEv_3_2,best,./data/exam2014/ZEv_3_2,"Nowadays behaviour of students is becoming a burning issue in several schools all over the world. School children neglect many school rules as well as miss a lot of classes. That is a tricky question why it happens and what can be done to improve this situation.
There are several possible reasons for that problem. First of all, the main cause of bad behaviour is teenagers` nature. Children in difficult age are always supposed to protest against rules they do not conform to. There is nothing to do in order to improve that type of nature, but some changes can be done. As far as I am concerned, the most important thing is to give teenage students  to develop culturally by giving them more lessons on arts, culture and so on. At the same time, teachers should understand what is needed for young people and respect their wish to show individuality, to set up their own rules and so on. That type of teachers` behaviour can lead to mutual understanding and improving situation. 
Secondly, one another reason for the problem of bad behaviour us that students are not involved in the process of education and not interested in getting new knowledge. That is a result of boring classes and the fact that children are not informed how they can use that knowledge. That is why students miss classes being sure they are unresourceful. The possible solution for it is to explain them why every course is important and what is the main purpose of it. For instance, as children understand the importance of knowing biology for future doctors, those who want to become a doctor learn it rarely. Moreover, teachers should make their lessons more interactive and capturing. These actions are to assure children not to miss classes and to encourage them to learn, which is likely to result in their behaviour. 
To sum up, I would like to add that some actions are able to be done to improve the situation of bad students` behaviour even if causes are difficult and lie in the very nature of young people.
"
26,EEm_14_2,best,./data/exam2014/EEm_14_2,"With the rise of the popularity of the higher education and the realisation of the number of job opportunities it offers to young people the question of gender division has come to the minds. It is necessary to provide the students of both sexes with an equal amount of places on each faculty, or can some certain gender traits have an impact on that proportion?

In my opinion it is important that the universities provide both male and female students with an equal access to the exams and faculty places. It is clear that nowadays women have become more confident and are not afraid to participate in the competitions with their male counterparts. Right after the 19th century feminist movement women acquired many rights firstly reserved specifically for men, including the right to study. If a woman can study in the chosen field she can make a good career for herself applying her knowledge appropriately.

Also the division of subjects on «male» and «female» ones is quite ridiculous as it doesn’t consider the talents of each given individual. If a man wants to be a poet or a designer or a teacher it doesn’t that he will grow to be less masculine in the same fashion as the woman who chooses to study engineering or mathematics doesn’t lose her femininity. Everyone should be able to follow their dream and the faculty choice is the first step towards its relation.

On the whole I argue that all the universities should decide weather to allow or not each given student to study in the certain subject judging not by their gender but by their knowledge and eagerness.
"
27,EEm_16_2,best,./data/exam2014/EEm_16_2,"There is an opinion, that every subject in the university should be studied by an equal amount of males and females. However, I can’t fully agree with this suggestion.

Originating from feminist studies and the equality of human rights, the idea of splitting university courses in equal male and female parts seems absurd to me. The same rules and demands, imposed on university applications, regardless of the candidate gender, already become a garantee towards fair university choices.

More than that, any university is highly interested in the most talented students, despite the student;s gender. In case university admits the «half and half» proportion for the subjects, it may restrict some gifted applicants from either side.

Next, there are subjects that considered to be traditionally feminine or masculine. For example, there is a clear feminine dominance in the sphere of children’s education: kindergardens and schools, whereas in the labour domains where physical force is required, the preference is given to men. Males and females are different physically and phycologically, thus they suit better for different occupations.

Needless to say that males and females have different social roles as well. The university subjects requires corresponding climate and artificial division in halves won’t serve to the best of the atmosphere. It’s much more interesting to study with people who are encouraged and curious about the subject than with ones that were taken the form the equal proportion.

To sum up, I would like to say that history knows many examples of outstanding scientists of both genders. For the university, the prime concern should be on student’s motivation and eagerness to develop, the gender doesn’t matter. However, the equal conditions of entry and fair competition of candidates is of high importance. The university courses should form naturally, not artificially in order to provide best productivity.
"
28,MTsy_6_2,best,./data/exam2014/MTsy_6_2,"Salatkina Maria
СПб
28.03.14
менеджмент
13-00
311

TASK 2
	There is no rout that the main value in everybody's life is heath. However, despite the accessment of heath insuarance and the development of science and medicine, public health is getting worse. Someones claim that it is necessary to rise the number of sport activities at schools and universities. Others argue that this way would not dramatically change the situation and there are other methods to solve the problem.
	On the one hand, sport exercises help people to keep feet and therefore to decline the ability of having health problems. If a person does not pay enough attention to sport, it can lead to obesity and heart diseases. Moreover, sport activities provide good heath and as a result people do not have to spent time on visiting doctors and wasting money on different expensive medicines.
	On the other hand, the problem with public health can not be solved only by increasing the number of sport facilities. The government should transform not education, but health insuarance system. Drinking alcohol and smoking should be forbidden not only among teenagers but also among their adults. The healthy lifestyle are required to become popular with the help of newspapers, television, the Internet and other mass media instruments.
	To draw a conclusion, I am convinced that both view are likely to take into a consideration. In my opinion, improving public health is impossible without strong governments' action. More than that, everyone should be respovsible about his health and try to reduce work pressure and to find time on sport activities.
"
29,KKo_9_2,best,./data/exam2014/KKo_9_2,"Public health has always been an urgent topic. Nowadays when peoples health is affected by different dangers, caused by the development of humanity, this topic is especially problematic. Scientists and politicians have quarelled about the best way to improve public health.
Some people think that creating more sports facilities will help, while others don’t agree with it. In this essay I will discuss different opinions.
As it was written earlier, some people suggest building more sports facilities. They state that more people will visit gyms and swimming pools if there will be more of those. For example, it will be more convenient for some people to go to the local gym than to travel to another side of the city and backwards.
On the other hand, some people say that it is all about encouragement, not convenience and availability. They argue that people should be encouraged to visit sport centers and to watch over their health. If it will be so, governments will not have to spend money on extra sports facilities. Money will be spent on the improvement of healthcare and older sport facilities to make them suit the needs of people.
As far as my opinion is concerned, the main target of any social state is to maintain proper level of health and welfare of it’s people. That’s why not only new sport facilities should be created, but new hospitals and medical centers. Then, to suit the number of these facilities, a lot of professional doctors and medical personnell should be “grown up” in the state’s universities. All these methods will help one state to provide sufficient healthcare for it’s people. All in all, public health, the level of which has lowered through previous decade, should be taken care of. If all the policies I have brought up in this essay will come true, the level of public health will increase and with it, nation’s welfare.
"
